prompt,completion,URL,pageType,date
Tell me about IS 205 BUSINESS PROCESS MANAGEMENT?,"This course introduces the key concepts and approaches to business process management and improvement. The focus is on understanding and designing business processes. Students learn how to identify, document, model, assess, and improve core business processes. Process design principles are introduced and the ways information technology can be used to manage, transform, and improve business processes are discussed. Students are exposed to challenges and approaches to organizational change, domestic and offshore outsourcing, and inter-organizational processes.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 205 BUSINESS PROCESS MANAGEMENT?,"This course introduces the key concepts and approaches to business process management and improvement. The focus is on understanding and designing business processes. Students learn how to identify, document, model, assess, and improve core business processes. Process design principles are introduced and the ways information technology can be used to manage, transform, and improve business processes are discussed. Students are exposed to challenges and approaches to organizational change, domestic and offshore outsourcing, and inter-organizational processes.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 205 BUSINESS PROCESS MANAGEMENT?,"This course introduces the key concepts and approaches to business process management and improvement. The focus is on understanding and designing business processes. Students learn how to identify, document, model, assess, and improve core business processes. Process design principles are introduced and the ways information technology can be used to manage, transform, and improve business processes are discussed. Students are exposed to challenges and approaches to organizational change, domestic and offshore outsourcing, and inter-organizational processes.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 231 SYSTEMS ANALYSIS AND DESIGN?,"This course provides an overview of requirements engineering and system analysis using the object-oriented paradigm with an emphasis on the models provided by the Unified Modeling Language (UML). Topics include the structured approach to systems analysis and design; foundations and elements of the object-oriented approach; approaches to identifying classes and objects, requirements and system modeling using UML diagrams relevant for the analysis phase; system design concepts, introducing various architectural design approaches, and object-oriented design methodology. Students work on a team project that requires designing a system and making use of the available CASE tools such as Rational Software.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 231 SYSTEMS ANALYSIS AND DESIGN?,"This course provides an overview of requirements engineering and system analysis using the object-oriented paradigm with an emphasis on the models provided by the Unified Modeling Language (UML). Topics include the structured approach to systems analysis and design; foundations and elements of the object-oriented approach; approaches to identifying classes and objects, requirements and system modeling using UML diagrams relevant for the analysis phase; system design concepts, introducing various architectural design approaches, and object-oriented design methodology. Students work on a team project that requires designing a system and making use of the available CASE tools such as Rational Software.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 231 SYSTEMS ANALYSIS AND DESIGN?,"This course provides an overview of requirements engineering and system analysis using the object-oriented paradigm with an emphasis on the models provided by the Unified Modeling Language (UML). Topics include the structured approach to systems analysis and design; foundations and elements of the object-oriented approach; approaches to identifying classes and objects, requirements and system modeling using UML diagrams relevant for the analysis phase; system design concepts, introducing various architectural design approaches, and object-oriented design methodology. Students work on a team project that requires designing a system and making use of the available CASE tools such as Rational Software.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 241 DATABASE MANAGEMENT AND APPLICATIONS?,"This course introduces relational database management systems. Concepts and items centering on databases include approach, system components, views, environment, and development process. The course has a strong practical component where students apply what they learn using the Entity-Enhanced Relation (EER) models, relational algebra and SQL programming language as they work on their team projects.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 241 DATABASE MANAGEMENT AND APPLICATIONS?,"This course introduces relational database management systems. Concepts and items centering on databases include approach, system components, views, environment, and development process. The course has a strong practical component where students apply what they learn using the Entity-Enhanced Relation (EER) models, relational algebra and SQL programming language as they work on their team projects.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 241 DATABASE MANAGEMENT AND APPLICATIONS?,"This course introduces relational database management systems. Concepts and items centering on databases include approach, system components, views, environment, and development process. The course has a strong practical component where students apply what they learn using the Entity-Enhanced Relation (EER) models, relational algebra and SQL programming language as they work on their team projects.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 311 WEB DEVELOPMENT?,"This course covers the major aspects of web programming and development. It starts with a short introduction on the web architecture and underlying technologies, HTML, Cascading Style Sheets and JavaScript (Client Side Dynamic Content). The course then proceeds to cover Server Side Web Application Development in depth, including the multi-tier development model (data tier, business tier, presentation tier), web database development, authentication, and navigation.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 311 WEB DEVELOPMENT?,"This course covers the major aspects of web programming and development. It starts with a short introduction on the web architecture and underlying technologies, HTML, Cascading Style Sheets and JavaScript (Client Side Dynamic Content). The course then proceeds to cover Server Side Web Application Development in depth, including the multi-tier development model (data tier, business tier, presentation tier), web database development, authentication, and navigation.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 311 WEB DEVELOPMENT?,"This course covers the major aspects of web programming and development. It starts with a short introduction on the web architecture and underlying technologies, HTML, Cascading Style Sheets and JavaScript (Client Side Dynamic Content). The course then proceeds to cover Server Side Web Application Development in depth, including the multi-tier development model (data tier, business tier, presentation tier), web database development, authentication, and navigation.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 321 ENTERPRISE ARCHITECTURE?,"This course explores the design, selection, implementation, and management of enterprise IT solutions. The focus is on applications and infrastructure and their fit with the business, specifically Services and Service Oriented Architectures. Students learn frameworks and strategies for infrastructure management, system administration, data/information architecture, content management, services computing, middleware, legacy system integration, system consolidation, software selection, the total cost of ownership calculation, IT investment analysis, and emerging technologies such as services and agents.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 321 ENTERPRISE ARCHITECTURE?,"This course explores the design, selection, implementation, and management of enterprise IT solutions. The focus is on applications and infrastructure and their fit with the business, specifically Services and Service Oriented Architectures. Students learn frameworks and strategies for infrastructure management, system administration, data/information architecture, content management, services computing, middleware, legacy system integration, system consolidation, software selection, the total cost of ownership calculation, IT investment analysis, and emerging technologies such as services and agents.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 321 ENTERPRISE ARCHITECTURE?,"This course explores the design, selection, implementation, and management of enterprise IT solutions. The focus is on applications and infrastructure and their fit with the business, specifically Services and Service Oriented Architectures. Students learn frameworks and strategies for infrastructure management, system administration, data/information architecture, content management, services computing, middleware, legacy system integration, system consolidation, software selection, the total cost of ownership calculation, IT investment analysis, and emerging technologies such as services and agents.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 336 USER INTERFACE DESIGN AND DEVELOPMENT?,"The course introduces the principles, theories, methods, techniques, patterns, and processes behind a professional user interface design, prototyping, implementation, and evaluation. The topics covered in the course include: cognitive and perceptual constraints that affect user interface design, technologies used in user interface development, software architecture of graphical user interfaces (GUI), interface design methods, user-centered design, mobile and tablet design, interaction and navigation techniques, evaluation and testing, and interface usability evaluation. The practical part of the course is supported by lab sessions and uses GUI Tools for rapid prototyping of new style interfaces such as the ""Metro Style"".",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 336 USER INTERFACE DESIGN AND DEVELOPMENT?,"The course introduces the principles, theories, methods, techniques, patterns, and processes behind a professional user interface design, prototyping, implementation, and evaluation. The topics covered in the course include: cognitive and perceptual constraints that affect user interface design, technologies used in user interface development, software architecture of graphical user interfaces (GUI), interface design methods, user-centered design, mobile and tablet design, interaction and navigation techniques, evaluation and testing, and interface usability evaluation. The practical part of the course is supported by lab sessions and uses GUI Tools for rapid prototyping of new style interfaces such as the ""Metro Style"".",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 336 USER INTERFACE DESIGN AND DEVELOPMENT?,"The course introduces the principles, theories, methods, techniques, patterns, and processes behind a professional user interface design, prototyping, implementation, and evaluation. The topics covered in the course include: cognitive and perceptual constraints that affect user interface design, technologies used in user interface development, software architecture of graphical user interfaces (GUI), interface design methods, user-centered design, mobile and tablet design, interaction and navigation techniques, evaluation and testing, and interface usability evaluation. The practical part of the course is supported by lab sessions and uses GUI Tools for rapid prototyping of new style interfaces such as the ""Metro Style"".",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 344 DATA WAREHOUSING?,"This course presents an overview of data warehousing. Topics include: data warehouse concept - definitions, evolutions, trends, and applications; developing a data warehouse - planning, designing, developing, implementing, Online Analytical Processing (OLAP); data warehouse - architectures, data access methods and data mining techniques; administering a data warehouse, and the role of data warehouses in organizations.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 344 DATA WAREHOUSING?,"This course presents an overview of data warehousing. Topics include: data warehouse concept - definitions, evolutions, trends, and applications; developing a data warehouse - planning, designing, developing, implementing, Online Analytical Processing (OLAP); data warehouse - architectures, data access methods and data mining techniques; administering a data warehouse, and the role of data warehouses in organizations.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 344 DATA WAREHOUSING?,"This course presents an overview of data warehousing. Topics include: data warehouse concept - definitions, evolutions, trends, and applications; developing a data warehouse - planning, designing, developing, implementing, Online Analytical Processing (OLAP); data warehouse - architectures, data access methods and data mining techniques; administering a data warehouse, and the role of data warehouses in organizations.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 351 CONFIGURATION MANAGEMENT AND QUALITY ASSURANCE?,"This course covers main aspects of process and product quality assurance. Process quality assurance is covered under software configuration management (SCM) and product quality assurance is covered under dynamic and static testing. The course presents testing strategy, software reviews, and testing methods. In addition, it covers SCM as a related process and SCM functional areas of source code management, builds engineering, environment configuration, changes control, releases engineering and deployment are explained. After completion of this course, students will be able to prescribe testing and configuration management techniques for any kind of IT project.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 351 CONFIGURATION MANAGEMENT AND QUALITY ASSURANCE?,"This course covers main aspects of process and product quality assurance. Process quality assurance is covered under software configuration management (SCM) and product quality assurance is covered under dynamic and static testing. The course presents testing strategy, software reviews, and testing methods. In addition, it covers SCM as a related process and SCM functional areas of source code management, builds engineering, environment configuration, changes control, releases engineering and deployment are explained. After completion of this course, students will be able to prescribe testing and configuration management techniques for any kind of IT project.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 351 CONFIGURATION MANAGEMENT AND QUALITY ASSURANCE?,"This course covers main aspects of process and product quality assurance. Process quality assurance is covered under software configuration management (SCM) and product quality assurance is covered under dynamic and static testing. The course presents testing strategy, software reviews, and testing methods. In addition, it covers SCM as a related process and SCM functional areas of source code management, builds engineering, environment configuration, changes control, releases engineering and deployment are explained. After completion of this course, students will be able to prescribe testing and configuration management techniques for any kind of IT project.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 361 PROJECT MANAGEMENT?,"This course provides students with the knowledge and skills they need for planning, scheduling, monitoring, and controlling the process of developing information systems. Topics covered include project management concepts, project planning, risk analysis, WBS and task analysis, time scheduling, PERT and GANTT charts, project effort and cost estimation techniques, resources allocation, project tracking and monitoring, and process management methodologies.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 361 PROJECT MANAGEMENT?,"This course provides students with the knowledge and skills they need for planning, scheduling, monitoring, and controlling the process of developing information systems. Topics covered include project management concepts, project planning, risk analysis, WBS and task analysis, time scheduling, PERT and GANTT charts, project effort and cost estimation techniques, resources allocation, project tracking and monitoring, and process management methodologies.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 361 PROJECT MANAGEMENT?,"This course provides students with the knowledge and skills they need for planning, scheduling, monitoring, and controlling the process of developing information systems. Topics covered include project management concepts, project planning, risk analysis, WBS and task analysis, time scheduling, PERT and GANTT charts, project effort and cost estimation techniques, resources allocation, project tracking and monitoring, and process management methodologies.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 362 INTEGRATED INFORMATION SYSTEMS?,"This course introduces students to the enterprise resource planning (ERP) approach and how various business processes are integrated and how information systems can support this integration. Topics covered include business processes, functional information systems (financial, marketing, production, resources, inventory, and decision-making), models, frames, the technology used for integration, business integration, business processes, systems integration, enterprise resource planning systems and the role of real-time information in business management. Hands-on experience with enterprise systems, such as SAP R/3.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 362 INTEGRATED INFORMATION SYSTEMS?,"This course introduces students to the enterprise resource planning (ERP) approach and how various business processes are integrated and how information systems can support this integration. Topics covered include business processes, functional information systems (financial, marketing, production, resources, inventory, and decision-making), models, frames, the technology used for integration, business integration, business processes, systems integration, enterprise resource planning systems and the role of real-time information in business management. Hands-on experience with enterprise systems, such as SAP R/3.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 362 INTEGRATED INFORMATION SYSTEMS?,"This course introduces students to the enterprise resource planning (ERP) approach and how various business processes are integrated and how information systems can support this integration. Topics covered include business processes, functional information systems (financial, marketing, production, resources, inventory, and decision-making), models, frames, the technology used for integration, business integration, business processes, systems integration, enterprise resource planning systems and the role of real-time information in business management. Hands-on experience with enterprise systems, such as SAP R/3.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 371 QUANTITATIVE ANALYSIS?,"This course introduces fundamental quantitative methods used to analyze and solve various models of business problems. The course presents a set of fundamental theories and concepts including probability theory, time series, mathematical programming, and Markov processes. Such tools are then used model and solve a variety of business problems in finance, transportation, inventory management, etc. The course aims to equip the student with the necessary knowledge and skills allowing them to perform quantitative analysis to solve some business models including forecasting, distribution, transportation, and inventory models. After completing this course, students are expected to use software tools to solve these common management problems as well as constrained optimization problems. Students will gain some experience in applying these quantitative tools to real-world problems.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 371 QUANTITATIVE ANALYSIS?,"This course introduces fundamental quantitative methods used to analyze and solve various models of business problems. The course presents a set of fundamental theories and concepts including probability theory, time series, mathematical programming, and Markov processes. Such tools are then used model and solve a variety of business problems in finance, transportation, inventory management, etc. The course aims to equip the student with the necessary knowledge and skills allowing them to perform quantitative analysis to solve some business models including forecasting, distribution, transportation, and inventory models. After completing this course, students are expected to use software tools to solve these common management problems as well as constrained optimization problems. Students will gain some experience in applying these quantitative tools to real-world problems.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 371 QUANTITATIVE ANALYSIS?,"This course introduces fundamental quantitative methods used to analyze and solve various models of business problems. The course presents a set of fundamental theories and concepts including probability theory, time series, mathematical programming, and Markov processes. Such tools are then used model and solve a variety of business problems in finance, transportation, inventory management, etc. The course aims to equip the student with the necessary knowledge and skills allowing them to perform quantitative analysis to solve some business models including forecasting, distribution, transportation, and inventory models. After completing this course, students are expected to use software tools to solve these common management problems as well as constrained optimization problems. Students will gain some experience in applying these quantitative tools to real-world problems.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 372 HEALTH-CARE INFORMATION SYSTEMS?,"The course surveys the health-care information systems and applications. Items and topics examined include definitions, evolutions, trends, applications, computerized patient records, medical decision support systems, clinical information systems, Internet-based medical decision support systems, and computer-based training for health professionals.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 372 HEALTH-CARE INFORMATION SYSTEMS?,"The course surveys the health-care information systems and applications. Items and topics examined include definitions, evolutions, trends, applications, computerized patient records, medical decision support systems, clinical information systems, Internet-based medical decision support systems, and computer-based training for health professionals.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 372 HEALTH-CARE INFORMATION SYSTEMS?,"The course surveys the health-care information systems and applications. Items and topics examined include definitions, evolutions, trends, applications, computerized patient records, medical decision support systems, clinical information systems, Internet-based medical decision support systems, and computer-based training for health professionals.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 433 INFORMATION SYSTEMS DEVELOPMENT?,"This course is essentially practical in nature. Students are given opportunities to design and construct an operational information system for a real-life application using a unified development process (e.g. RUP: Rational Unified Process), using an object-oriented programming environment, and using the necessary development CASE tools. Guided by the instructor, students work in teams to complete a major development project applying previously learned knowledge in other courses. The projects are presented in class using demonstration and presentation tools.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 433 INFORMATION SYSTEMS DEVELOPMENT?,"This course is essentially practical in nature. Students are given opportunities to design and construct an operational information system for a real-life application using a unified development process (e.g. RUP: Rational Unified Process), using an object-oriented programming environment, and using the necessary development CASE tools. Guided by the instructor, students work in teams to complete a major development project applying previously learned knowledge in other courses. The projects are presented in class using demonstration and presentation tools.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 433 INFORMATION SYSTEMS DEVELOPMENT?,"This course is essentially practical in nature. Students are given opportunities to design and construct an operational information system for a real-life application using a unified development process (e.g. RUP: Rational Unified Process), using an object-oriented programming environment, and using the necessary development CASE tools. Guided by the instructor, students work in teams to complete a major development project applying previously learned knowledge in other courses. The projects are presented in class using demonstration and presentation tools.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 434 SYSTEM TESTING AND QUALITY ASSURANCE?,"This course is designed to give an understanding of the key concepts and principles in creating and managing successful software testing to meet specific requirements using best practices of software quality assurance. Topics covered include software quality assurance, testing process, test design & coverage techniques and testing strategy. Best practice strategies in object-oriented software testing and web application are also discussed. An overview of test automation methods and tools is also covered.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 434 SYSTEM TESTING AND QUALITY ASSURANCE?,"This course is designed to give an understanding of the key concepts and principles in creating and managing successful software testing to meet specific requirements using best practices of software quality assurance. Topics covered include software quality assurance, testing process, test design & coverage techniques and testing strategy. Best practice strategies in object-oriented software testing and web application are also discussed. An overview of test automation methods and tools is also covered.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 434 SYSTEM TESTING AND QUALITY ASSURANCE?,"This course is designed to give an understanding of the key concepts and principles in creating and managing successful software testing to meet specific requirements using best practices of software quality assurance. Topics covered include software quality assurance, testing process, test design & coverage techniques and testing strategy. Best practice strategies in object-oriented software testing and web application are also discussed. An overview of test automation methods and tools is also covered.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 442 INFORMATION RETRIEVAL SYSTEMS?,"This course looks at traditional and web-based information retrieval (IR) techniques. Items covered include IR concepts, basic IR models, vector-space retrieval, textual document tokenization, indexing, organization, and classification, stemming, statistical text representation, text categorization and clustering, query languages, and web search techniques.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 442 INFORMATION RETRIEVAL SYSTEMS?,"This course looks at traditional and web-based information retrieval (IR) techniques. Items covered include IR concepts, basic IR models, vector-space retrieval, textual document tokenization, indexing, organization, and classification, stemming, statistical text representation, text categorization and clustering, query languages, and web search techniques.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 442 INFORMATION RETRIEVAL SYSTEMS?,"This course looks at traditional and web-based information retrieval (IR) techniques. Items covered include IR concepts, basic IR models, vector-space retrieval, textual document tokenization, indexing, organization, and classification, stemming, statistical text representation, text categorization and clustering, query languages, and web search techniques.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 446 KNOWLEDGE DISCOVERY AND DATA MINING?,"This course introduces students to the fundamental techniques and practical tools used for transforming corporate data into business intelligence. Topics covered include: terminology, importance, techniques, such as: Online Analytical Processing (OLAP) systems, artificial neural networks (ANN), rule-based systems (RBS), fuzzy logic (FL), machine learning (ML), classification trees, classification and regression trees (CART Algorithm), and applications.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 446 KNOWLEDGE DISCOVERY AND DATA MINING?,"This course introduces students to the fundamental techniques and practical tools used for transforming corporate data into business intelligence. Topics covered include: terminology, importance, techniques, such as: Online Analytical Processing (OLAP) systems, artificial neural networks (ANN), rule-based systems (RBS), fuzzy logic (FL), machine learning (ML), classification trees, classification and regression trees (CART Algorithm), and applications.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 446 KNOWLEDGE DISCOVERY AND DATA MINING?,"This course introduces students to the fundamental techniques and practical tools used for transforming corporate data into business intelligence. Topics covered include: terminology, importance, techniques, such as: Online Analytical Processing (OLAP) systems, artificial neural networks (ANN), rule-based systems (RBS), fuzzy logic (FL), machine learning (ML), classification trees, classification and regression trees (CART Algorithm), and applications.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 448 CLOUD COMPUTING AND BIG DATA ANALYTICS?,"This course has a mainly practical approach dealing with the related technologies to the creation of Big Data Analytics applications on the Cloud. The students will learn the principles and the state of the art of large-scale distributed computing in a service-based model. Students will study how scale affects system properties, models, architecture, and requirements. Regarding principles, this course looks at how scale affects systems properties, issues (such as virtualization, availability, locality, performance, and adaptation), system models, architectural models, environment and application requirements (such as fault tolerance, content distribution). In the laboratory sessions of this course, the students will gain a practical view of the latest in Cloud technology to implement a prototype that meets a business idea created by a student. The students will begin by building an essential toolbox to get started in the Cloud. They will later have to practice with APIs, the doors in the Cloud.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 448 CLOUD COMPUTING AND BIG DATA ANALYTICS?,"This course has a mainly practical approach dealing with the related technologies to the creation of Big Data Analytics applications on the Cloud. The students will learn the principles and the state of the art of large-scale distributed computing in a service-based model. Students will study how scale affects system properties, models, architecture, and requirements. Regarding principles, this course looks at how scale affects systems properties, issues (such as virtualization, availability, locality, performance, and adaptation), system models, architectural models, environment and application requirements (such as fault tolerance, content distribution). In the laboratory sessions of this course, the students will gain a practical view of the latest in Cloud technology to implement a prototype that meets a business idea created by a student. The students will begin by building an essential toolbox to get started in the Cloud. They will later have to practice with APIs, the doors in the Cloud.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 448 CLOUD COMPUTING AND BIG DATA ANALYTICS?,"This course has a mainly practical approach dealing with the related technologies to the creation of Big Data Analytics applications on the Cloud. The students will learn the principles and the state of the art of large-scale distributed computing in a service-based model. Students will study how scale affects system properties, models, architecture, and requirements. Regarding principles, this course looks at how scale affects systems properties, issues (such as virtualization, availability, locality, performance, and adaptation), system models, architectural models, environment and application requirements (such as fault tolerance, content distribution). In the laboratory sessions of this course, the students will gain a practical view of the latest in Cloud technology to implement a prototype that meets a business idea created by a student. The students will begin by building an essential toolbox to get started in the Cloud. They will later have to practice with APIs, the doors in the Cloud.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS 461 INNOVATIONS AND TECHNOLOGIES?,"This course discusses innovative technologies and examines how some of them have fundamentally reshaped modern organizations and societies. To better appreciate this, the technologies, methods, and practices of developing new innovations are investigated and critiqued. The objective of the course is to showcase how innovative ways to communicate and collaborate lead to new efficiencies and business opportunities.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS 461 INNOVATIONS AND TECHNOLOGIES?,"This course discusses innovative technologies and examines how some of them have fundamentally reshaped modern organizations and societies. To better appreciate this, the technologies, methods, and practices of developing new innovations are investigated and critiqued. The objective of the course is to showcase how innovative ways to communicate and collaborate lead to new efficiencies and business opportunities.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS 461 INNOVATIONS AND TECHNOLOGIES?,"This course discusses innovative technologies and examines how some of them have fundamentally reshaped modern organizations and societies. To better appreciate this, the technologies, methods, and practices of developing new innovations are investigated and critiqued. The objective of the course is to showcase how innovative ways to communicate and collaborate lead to new efficiencies and business opportunities.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Tell me about IS463 APPLIED DATA SCIENCE?,"Modern organizations deal with huge amount of complex multisource data that may contain useful evidence. The decision makers may face real problems to analyze such data to come out with accurate decisions. Therefore, applied data sciences are there to help leaders analyze the data and extract valuable indicators for decision-making purposes. This course provides the students with the essential knowledge, as well as, the practical skills of applied data sciences to be used in various business domains; and it will incorporate the statistical skills, programming skills such as Python, and machine-learning algorithms, to enhance the hands-on skills of students.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
Can you provide some information about IS463 APPLIED DATA SCIENCE?,"Modern organizations deal with huge amount of complex multisource data that may contain useful evidence. The decision makers may face real problems to analyze such data to come out with accurate decisions. Therefore, applied data sciences are there to help leaders analyze the data and extract valuable indicators for decision-making purposes. This course provides the students with the essential knowledge, as well as, the practical skills of applied data sciences to be used in various business domains; and it will incorporate the statistical skills, programming skills such as Python, and machine-learning algorithms, to enhance the hands-on skills of students.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
I'm interested in learning more about IS463 APPLIED DATA SCIENCE?,"Modern organizations deal with huge amount of complex multisource data that may contain useful evidence. The decision makers may face real problems to analyze such data to come out with accurate decisions. Therefore, applied data sciences are there to help leaders analyze the data and extract valuable indicators for decision-making purposes. This course provides the students with the essential knowledge, as well as, the practical skills of applied data sciences to be used in various business domains; and it will incorporate the statistical skills, programming skills such as Python, and machine-learning algorithms, to enhance the hands-on skills of students.",https://www.psu.edu.sa/en/CCIS/se-cd,Academics/College of Computer and Information Sciences/Courses Description,2023-05-16
